system,dataset,qid,question,retrieval_time_s,generation_time_s,total_time_s,num_chunks,context_length,retrieve_k,ok,error
encrypted,Multi,1,Did Adam Smith send a message to Li Hua about the upcoming building maintenance schedule before the administrators announced a temporary change in the construction schedule due to weather conditions?,0.23076939582824707,55.81140995025635,56.044464349746704,20,2720,30,True,
encrypted,Multi,2,"Did Wolfgang ask Li Hua about watching ""Star Wars: A New Hope"" after he asked Li Hua about going to see ""Overwatch 3""?",0.15308809280395508,79.37476325035095,79.52933692932129,20,2693,30,True,
encrypted,Multi,3,Did Li Hua agree to go out for dinner after Wolfgang first asked him if he wanted to go out for dinner?,0.15242576599121094,67.1061475276947,67.26098942756653,20,2717,30,True,
encrypted,Multi,4,Did Li Hua send a message to Jennifer thanking her for the new training schedule before he requested a change in his training schedule for Thursday?,0.4183614253997803,76.87682271003723,77.30693817138672,20,2965,30,True,
encrypted,Multi,5,Did Li Hua ask Jennifer for advice on how to prevent muscle soreness after an intense workout session before he told her that he feels soreness in his arm muscles after the workout this week?,0.4537525177001953,94.74826312065125,95.20981574058533,20,2849,30,True,
encrypted,Multi,6,Did Li Hua send a message to Jennifer asking for her opinion on protein supplements before he consulted her about his daily protein powder consumption?,0.47939443588256836,93.83493304252625,94.32061719894409,20,2816,30,True,
encrypted,Multi,7,"Did Yuriko ask Li Hua for help with her studio's homepage before she booked a seat at the ""Central Perk"" cafe?",0.37888288497924805,64.87011885643005,65.25389313697815,20,2729,30,True,
encrypted,Multi,8,Did Li Hua discuss his progress with the fitness plan before he shared a blog post about his recent fitness achievements?,0.19721603393554688,60.0434091091156,60.24345421791077,20,2866,30,True,
encrypted,Multi,9,Did Li Hua send a message to Jennifer asking if he can turn the Thursday class to Friday after he requested a change in his training schedule for Thursday?,0.16098666191101074,64.76467227935791,64.9284930229187,20,2896,30,True,
encrypted,Multi,10,Did Li Hua ask Yuriko to play music together before Wolfgang proposed to pause playing musical instruments?,0.1645646095275879,73.78797841072083,73.95475339889526,20,2909,30,True,
encrypted,Multi,11,"Did Wolfgang Schulz recommend the band learns ""Viva la Vida"" by Coldplay after he and Li Hua discussed what song to play this Sunday?",0.5116088390350342,79.5493996143341,80.06387782096863,20,2897,30,True,
encrypted,Multi,12,Did Wolfgang's promotion announcement occur before he invited Li Hua for dinner on 20260430?,0.5629129409790039,75.25076127052307,75.81536602973938,20,2842,30,True,
encrypted,Multi,13,Did Turalyon announce the construction updates and feedback from residents after Illidan Stormrage complained about the construction noise?,0.1571807861328125,57.04159140586853,57.20094442367554,20,2795,30,True,
encrypted,Multi,14,Did Hailey announce the new line of high-protein breads before inviting Li Hua to the special bakery event?,0.16626572608947754,71.8009614944458,71.9694972038269,20,2867,30,True,
encrypted,Multi,15,Did Chae tell Li Hua that taking a warm shower before sleeping can improve the sleep quality before sharing the neuroscience article with her?,0.18152165412902832,65.68259358406067,65.86610865592957,20,2906,30,True,
encrypted,Multi,16,Did Li Hua ask Jennifer Moore for book recommendations on fitness nutrition before she announced the special guest speaker at the gym?,0.15411114692687988,67.18719267845154,67.34337210655212,20,2894,30,True,
encrypted,Multi,17,Did Jennifer remind Li Hua about proper nutrition and hydration before Jake shared his tips for staying hydrated during the match?,0.17161107063293457,73.09954500198364,73.27376627922058,20,2907,30,True,
encrypted,Multi,18,Did the group members talk about their favorite characters in the TV series Game of Thrones after Emily started a vote on the most hateable character?,0.16444611549377441,84.18686032295227,84.35357284545898,20,2953,30,True,
encrypted,Multi,19,Did Jennifer remind Li Hua to consume enough protein after the workout before she shared tips with the group members on common mistakes to avoid after an intense workout?,0.21073341369628906,73.62858152389526,73.84205484390259,20,2904,30,True,
encrypted,Multi,20,Did Li Hua ask Thane about his opinion on The Last of Us before he asked about Sekiro: Shadows Die Twice?,0.15775203704833984,67.60256218910217,67.76233315467834,20,2832,30,True,
encrypted,Multi,21,Did Jake Watson and Li Hua discuss the classic matches between FC Barcelona and FC Bayern Munich before the group members discussed the classic matches between FC Barcelona and Real Madrid?,0.17196249961853027,61.22560691833496,61.400274991989136,20,2859,30,True,
encrypted,Multi,22,Did the group members debate about the best football manager in the Premier League history after they debated if Pep Guardiola is the greatest soccer manager in football history?,0.16186833381652832,60.76003074645996,60.9238543510437,20,2788,30,True,
encrypted,Multi,23,Did the discussion about Jaime Lannister's character occur after the discussion about Cersei Lannister's character?,0.14800477027893066,60.57648229598999,60.72633171081543,20,2839,30,True,
encrypted,Multi,24,Did Wolfgang ask Li Hua if she wants to have pizza for dinner after work today before he wondered if she wanted to have Sichuan hot pot for dinner tonight?,0.16569304466247559,83.22025489807129,83.38784337043762,20,2917,30,True,
encrypted,Multi,25,Did Jennifer challenge Li Hua to do 60 pull-ups in a training session after she challenged him to do 100 pushups?,0.2580132484436035,71.23486828804016,71.49468517303467,20,2915,30,True,
encrypted,Multi,26,Did Jake share common knowledge about offside in soccer with Li Hua before he passed practical techniques to Li Hua on how to avoid offside for a forward?,0.14553260803222656,65.47110295295715,65.61855101585388,20,2930,30,True,
encrypted,Multi,27,Did Wolfgang arrive in Hong Kong after he informed Li Hua about his upcoming trip?,0.1552903652191162,71.99948501586914,72.15661573410034,20,2886,30,True,
encrypted,Multi,28,"What time does Li Hua watch the movie ""Overwatch 3""?",0.18322014808654785,71.63703179359436,71.82254576683044,20,2621,30,True,
encrypted,Multi,29,"Who does Li Hua go to watch the movie ""Overwatch 3"" with?",0.1519482135772705,73.72451877593994,73.87849640846252,20,2853,30,True,
encrypted,Multi,30,Has Wolfgang ever been to Hong Kong?,0.18485069274902344,69.70140147209167,69.88840508460999,20,2884,30,True,
encrypted,Multi,31,Who knows about Wolfgang going to Hong Kong?,0.16447901725769043,59.48643207550049,59.65273094177246,20,2865,30,True,
encrypted,Multi,32,Who wished Li Hua a happy Lunar New Year?,0.15516090393066406,69.0208683013916,69.17764449119568,20,2810,30,True,
encrypted,Multi,33,Who introduced the bread delivery service and recommend Alice for the delivery?,0.1639409065246582,45.09146523475647,45.257142066955566,20,1699,30,True,
encrypted,Multi,34,What is the opportunity that makes Wolfgang and Yuriko acquaitances?,0.1674501895904541,77.13524556159973,77.30446434020996,20,2858,30,True,
encrypted,Multi,35,What was the content of the first-ever delivery from Hailey to LiHua and what was LiHua's opinion about it?,0.152496337890625,68.52372670173645,68.67812395095825,20,2711,30,True,
encrypted,Multi,36,What opportunity did LiHua create for Chae to meet Wolfgang and Yuriko?,0.15949654579162598,81.7076678276062,81.86931705474854,20,2949,30,True,
encrypted,Multi,37,What special offerings did Hailey have for her backery shop in the month of May?,0.16743230819702148,69.54093861579895,69.71048641204834,20,2715,30,True,
encrypted,Multi,38,What feedbacks does Hailey ask from LiHua in July?,0.24855899810791016,68.10703873634338,68.35729575157166,20,2737,30,True,
encrypted,Multi,39,How long does it take in total from LiHua planning on getting the air-conditioner to the air-conditioner been installed?,0.15597033500671387,63.92311692237854,64.08115768432617,20,2699,30,True,
encrypted,Multi,40,Did it take more than 3 weeks from LiHua planning on getting the air-conditioner to the air-conditioner been actually installed?,0.1486351490020752,52.979071617126465,53.12966561317444,20,2738,30,True,
encrypted,Multi,41,Did it take more than a week from Adam asking LiHua about the ideal installation date to Adam reminding LiHua about the contractor team installing air-conditioner at 18:00?,0.1785869598388672,62.42032790184021,62.60071897506714,20,2680,30,False,
encrypted,Multi,42,Who does LiHua want to invite to the photo exhibition and who goes with him (during August)?,0.1552877426147461,72.17635869979858,72.33349347114563,20,2851,30,True,
encrypted,Multi,43,Is the time interval between LiHua asking JakeWatson to help him with dribbling skills and Li Hua asking the group about classic must-watch UCL matches more than 2 days (restrict your search within August)?,0.14997005462646484,70.82651782035828,70.97889161109924,20,2875,30,False,
encrypted,Multi,44,Is the time interval more than 3 days between LiHua asking Adam to help him install a curtain on the basement window and Adam asking LiHua to measure the size of the window?,0.2766537666320801,66.1294174194336,66.40929460525513,20,2769,30,False,
encrypted,Multi,45,Is the time interval more than 7 days between Adam asking LiHua to measure the size of the window and Adam informing Li Hua that he has booked the curtain of the right size?,0.15476512908935547,64.19531083106995,64.35228037834167,20,2645,30,False,
encrypted,Multi,46,Is the time interval more than 3 days between LiHua confirming that he has received the curtain and Adam asking LiHua if the curtain is all good?,0.16311383247375488,64.20774292945862,64.37288546562195,20,2626,30,False,
encrypted,Multi,47,Is the time interval more than 3 days between LiHua first asking Adam if he can buy a small fridge for the basement and Adam asking LiHua about the size of the fridge?,0.17653322219848633,63.5388617515564,63.7179536819458,20,2543,30,False,
encrypted,Multi,48,Is the time interval more than 7 days between Adam asking LiHua about the size of the fridge and Adam informing LiHua that the fridge will be delivered at 4pm next day?,0.15742135047912598,63.44409656524658,63.60375452041626,20,2539,30,False,
encrypted,Multi,49,Wolfgang suddenly becomes very concerned about good body shape and healthy food choices in December. What are the two conversations he had with LiHua in December that reflect this?,0.1687467098236084,70.75013470649719,70.9214141368866,20,2870,30,False,
encrypted,Multi,50,Did Li Hua agree to have dinner with Wolfgang after he told Wolfgang about the lunch arrangement?,0.1508805751800537,70.65401005744934,70.80715370178223,20,2595,30,True,
encrypted,Multi,51,Did Li Hua ask Wolfgang Schulz for a recommendation on a gym or fitness center before asking Jennifer Moore for book recommendations on fitness nutrition?,0.3260383605957031,67.75880002975464,68.08679699897766,20,2931,30,True,
encrypted,Multi,52,Did Li Hua ask Wolfgang Schulz if he wants to go to the gym together before Jennifer reminded Li Hua to participate in the gym's membership feedback activity?,0.5513865947723389,66.22024416923523,66.77306151390076,20,2911,30,True,
encrypted,Multi,53,Did Li Hua send a message to Wolfgang Schulz saying that he has prepared all the delicious food for tonight's Chinese Lunar New Year before Wolfgang sent a message to Li Hua wishing him a happy Lunar New Year?,0.2505636215209961,64.15841722488403,64.4107985496521,20,2566,30,True,
encrypted,Multi,54,Did Li Hua provide feedback to Jennifer Moore on his new meal plan before he asked her for advice on a healthy meal plan?,0.1690075397491455,72.40657687187195,72.57808709144592,20,2872,30,True,
encrypted,Multi,55,Did Li Hua's complaint about the customer who modifies their requirements occur before Wolfgang comforted him?,0.1763448715209961,74.60526275634766,74.78384160995483,20,2931,30,True,
encrypted,Multi,56,Did Adam Smith send Li Hua a reminder about the upcoming rent due date before Li Hua sent a message about having already transferred the rent on 20260301?,0.2417287826538086,66.5192277431488,66.76271438598633,20,2646,30,True,
encrypted,Multi,57,Did Li Hua share a blog post about his recent fitness achievements after Jennifer sent him a motivational message?,0.22541093826293945,64.3918685913086,64.61914730072021,20,2878,30,True,
encrypted,Multi,58,Did Li Hua send a follow-up message to Jennifer before she asked him about his latest sleeping schedule?,0.17446374893188477,56.237284898757935,56.413849115371704,20,2894,30,True,
encrypted,Multi,59,Did Li Hua ask Adam Smith about placing potted plants in the basement before he asked about decorating the basement?,0.160752534866333,60.37778306007385,60.540942668914795,20,2554,30,True,
encrypted,Multi,60,Did Li Hua ask Wolfgang for advice on renovating the basement before he invited Adam Smith to check the progress of the basement renovation?,0.15973544120788574,65.44423127174377,65.60635256767273,20,2825,30,True,
plaintext,Multi,1,Did Adam Smith send a message to Li Hua about the upcoming building maintenance schedule before the administrators announced a temporary change in the construction schedule due to weather conditions?,0.3566765785217285,66.5487973690033,66.90720796585083,20,2720,30,True,
plaintext,Multi,2,"Did Wolfgang ask Li Hua about watching ""Star Wars: A New Hope"" after he asked Li Hua about going to see ""Overwatch 3""?",0.40000057220458984,77.54687285423279,77.94854283332825,20,2693,30,True,
plaintext,Multi,3,Did Li Hua agree to go out for dinner after Wolfgang first asked him if he wanted to go out for dinner?,0.15352249145507812,69.05983185768127,69.21556115150452,20,2717,30,True,
plaintext,Multi,4,Did Li Hua send a message to Jennifer thanking her for the new training schedule before he requested a change in his training schedule for Thursday?,0.16700196266174316,66.66513109207153,66.83483457565308,20,2965,30,True,
plaintext,Multi,5,Did Li Hua ask Jennifer for advice on how to prevent muscle soreness after an intense workout session before he told her that he feels soreness in his arm muscles after the workout this week?,0.17202138900756836,64.39106607437134,64.56572079658508,20,2849,30,True,
plaintext,Multi,6,Did Li Hua send a message to Jennifer asking for her opinion on protein supplements before he consulted her about his daily protein powder consumption?,0.16602110862731934,64.46423888206482,64.63293075561523,20,2816,30,False,
plaintext,Multi,7,"Did Yuriko ask Li Hua for help with her studio's homepage before she booked a seat at the ""Central Perk"" cafe?",0.15277385711669922,65.6152274608612,65.76987290382385,20,2729,30,True,
plaintext,Multi,8,Did Li Hua discuss his progress with the fitness plan before he shared a blog post about his recent fitness achievements?,0.1548318862915039,63.279364347457886,63.436710357666016,20,2866,30,True,
plaintext,Multi,9,Did Li Hua send a message to Jennifer asking if he can turn the Thursday class to Friday after he requested a change in his training schedule for Thursday?,0.16432523727416992,66.38626837730408,66.55297207832336,20,2896,30,True,
plaintext,Multi,10,Did Li Hua ask Yuriko to play music together before Wolfgang proposed to pause playing musical instruments?,0.15591025352478027,72.34612202644348,72.5044424533844,20,2909,30,True,
plaintext,Multi,11,"Did Wolfgang Schulz recommend the band learns ""Viva la Vida"" by Coldplay after he and Li Hua discussed what song to play this Sunday?",0.15614557266235352,80.69911408424377,80.85772037506104,20,2897,30,True,
plaintext,Multi,12,Did Wolfgang's promotion announcement occur before he invited Li Hua for dinner on 20260430?,0.15787792205810547,75.95739364624023,76.11760759353638,20,2842,30,True,
plaintext,Multi,13,Did Turalyon announce the construction updates and feedback from residents after Illidan Stormrage complained about the construction noise?,0.1606295108795166,57.36607265472412,57.529343605041504,20,2795,30,True,
plaintext,Multi,14,Did Hailey announce the new line of high-protein breads before inviting Li Hua to the special bakery event?,0.146104097366333,70.14420795440674,70.29274296760559,20,2867,30,True,
plaintext,Multi,15,Did Chae tell Li Hua that taking a warm shower before sleeping can improve the sleep quality before sharing the neuroscience article with her?,0.26113152503967285,62.36118674278259,62.62401747703552,20,2906,30,True,
plaintext,Multi,16,Did Li Hua ask Jennifer Moore for book recommendations on fitness nutrition before she announced the special guest speaker at the gym?,0.15448403358459473,64.6536226272583,64.8105297088623,20,2894,30,True,
